poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
89457,1890,SoCal Strategies,2152,On Point Politics,SoCal Strategies,851,SoCal Research,,,Online Opt-In Panel,,,12/23/24,12/23/24,,"",,,,,217255,656,rv,,rv,,12/24/24 11:31,"",https://substack.com/home/post/p-153555596,https://substack.com/home/post/p-153555596,,https://docs.google.com/spreadsheets/d/1ci0xpqxyX4XKKdVjeijssSxKARFxkBYmQeLjES1pcac/edit?gid=1780005197#gid=1780005197,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,DEM,Newsom,31229,Gavin Newsom,34.0
89457,1890,SoCal Strategies,2152,On Point Politics,SoCal Strategies,851,SoCal Research,,,Online Opt-In Panel,,,12/23/24,12/23/24,,"",,,,,217255,656,rv,,rv,,12/24/24 11:31,"",https://substack.com/home/post/p-153555596,https://substack.com/home/post/p-153555596,,https://docs.google.com/spreadsheets/d/1ci0xpqxyX4XKKdVjeijssSxKARFxkBYmQeLjES1pcac/edit?gid=1780005197#gid=1780005197,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,REP,Vance,31220,JD Vance,37.0
89457,1890,SoCal Strategies,2152,On Point Politics,SoCal Strategies,851,SoCal Research,,,Online Opt-In Panel,,,12/23/24,12/23/24,,"",,,,,217256,656,rv,,rv,,12/24/24 11:31,"",https://substack.com/home/post/p-153555596,https://substack.com/home/post/p-153555596,,https://docs.google.com/spreadsheets/d/1ci0xpqxyX4XKKdVjeijssSxKARFxkBYmQeLjES1pcac/edit?gid=1780005197#gid=1780005197,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,DEM,Harris,31227,Kamala Harris,43.0
89457,1890,SoCal Strategies,2152,On Point Politics,SoCal Strategies,851,SoCal Research,,,Online Opt-In Panel,,,12/23/24,12/23/24,,"",,,,,217256,656,rv,,rv,,12/24/24 11:31,"",https://substack.com/home/post/p-153555596,https://substack.com/home/post/p-153555596,,https://docs.google.com/spreadsheets/d/1ci0xpqxyX4XKKdVjeijssSxKARFxkBYmQeLjES1pcac/edit?gid=1780005197#gid=1780005197,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,REP,Vance,31220,JD Vance,41.0
89457,1890,SoCal Strategies,2152,On Point Politics,SoCal Strategies,851,SoCal Research,,,Online Opt-In Panel,,,12/23/24,12/23/24,,"",,,,,217257,656,rv,,rv,,12/24/24 11:31,"",https://substack.com/home/post/p-153555596,https://substack.com/home/post/p-153555596,,https://docs.google.com/spreadsheets/d/1ci0xpqxyX4XKKdVjeijssSxKARFxkBYmQeLjES1pcac/edit?gid=1780005197#gid=1780005197,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,DEM,Shapiro,31233,Josh Shapiro,34.0
89457,1890,SoCal Strategies,2152,On Point Politics,SoCal Strategies,851,SoCal Research,,,Online Opt-In Panel,,,12/23/24,12/23/24,,"",,,,,217257,656,rv,,rv,,12/24/24 11:31,"",https://substack.com/home/post/p-153555596,https://substack.com/home/post/p-153555596,,https://docs.google.com/spreadsheets/d/1ci0xpqxyX4XKKdVjeijssSxKARFxkBYmQeLjES1pcac/edit?gid=1780005197#gid=1780005197,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,REP,Vance,31220,JD Vance,37.0
89457,1890,SoCal Strategies,2152,On Point Politics,SoCal Strategies,851,SoCal Research,,,Online Opt-In Panel,,,12/23/24,12/23/24,,"",,,,,217258,656,rv,,rv,,12/24/24 11:31,"",https://substack.com/home/post/p-153555596,https://substack.com/home/post/p-153555596,,https://docs.google.com/spreadsheets/d/1ci0xpqxyX4XKKdVjeijssSxKARFxkBYmQeLjES1pcac/edit?gid=1780005197#gid=1780005197,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,DEM,Whitmer,31230,Gretchen Whitmer,33.0
89457,1890,SoCal Strategies,2152,On Point Politics,SoCal Strategies,851,SoCal Research,,,Online Opt-In Panel,,,12/23/24,12/23/24,,"",,,,,217258,656,rv,,rv,,12/24/24 11:31,"",https://substack.com/home/post/p-153555596,https://substack.com/home/post/p-153555596,,https://docs.google.com/spreadsheets/d/1ci0xpqxyX4XKKdVjeijssSxKARFxkBYmQeLjES1pcac/edit?gid=1780005197#gid=1780005197,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,REP,Vance,31220,JD Vance,40.0
89449,1810,American Pulse,"","",American Pulse Research & Polling,836,American Pulse Research & Polling,,,Live Phone/Online Opt-In Panel/Text-to-Web,,,12/17/24,12/20/24,,"",,,,,217230,661,lv,,lv,,12/23/24 12:16,"",https://drive.google.com/file/d/1D6ZAYUN8ius5Euw52-5uX7AVnpx414qG/view,https://drive.google.com/file/d/1D6ZAYUN8ius5Euw52-5uX7AVnpx414qG/view,https://drive.google.com/file/d/1-b4PQp2NSaGpCgHjMKUtgnqZ_gAOl96O/view,https://docs.google.com/spreadsheets/d/1jCRS-7jEJIWt4cqGZ9WN4Vl8hFcMoj7R/edit?gid=41505138#gid=41505138,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,DEM,Harris,31227,Kamala Harris,47.2
89449,1810,American Pulse,"","",American Pulse Research & Polling,836,American Pulse Research & Polling,,,Live Phone/Online Opt-In Panel/Text-to-Web,,,12/17/24,12/20/24,,"",,,,,217230,661,lv,,lv,,12/23/24 12:16,"",https://drive.google.com/file/d/1D6ZAYUN8ius5Euw52-5uX7AVnpx414qG/view,https://drive.google.com/file/d/1D6ZAYUN8ius5Euw52-5uX7AVnpx414qG/view,https://drive.google.com/file/d/1-b4PQp2NSaGpCgHjMKUtgnqZ_gAOl96O/view,https://docs.google.com/spreadsheets/d/1jCRS-7jEJIWt4cqGZ9WN4Vl8hFcMoj7R/edit?gid=41505138#gid=41505138,"",,,16281,2028,U.S. President,0,,11/7/28,general,false,false,,true,REP,Vance,31220,JD Vance,45.9
